suburb_state,postcode,suburb,state
"STUN'SAIL BOOM, SA",5223,STUN'SAIL BOOM,SA
"STURT, QLD",4829,STURT,QLD
"STURT, SA",5047,STURT,SA
"STURT CREEK, WA",6770,STURT CREEK,WA
"STURT PLATEAU, NT",0852,STURT PLATEAU,NT
"STURT VALE, SA",5417,STURT VALE,SA
"UPPER STURT, SA",5156,UPPER STURT,SA
"STYX, TAS",7140,STYX,TAS
"SUBIACO, WA",6008,SUBIACO,WA
"SUBIACO EAST, WA",6008,SUBIACO EAST,WA
"SUBIACO PO, WA",6904,SUBIACO PO,WA
"SUCCESS, WA",6164,SUCCESS,WA
"SUCCESS, WA",6964,SUCCESS,WA
"SUFFOLK PARK, NSW",2481,SUFFOLK PARK,NSW
"SUGARLOAF, NSW",2420,SUGARLOAF,NSW
"SUGARLOAF, VIC",3234,SUGARLOAF,VIC
"SUGARLOAF, QLD",4380,SUGARLOAF,QLD
"SUGARLOAF, QLD",4800,SUGARLOAF,QLD
"SUGARLOAF CREEK, VIC",3658,SUGARLOAF CREEK,VIC
"SUGGAN BUGGAN, VIC",3885,SUGGAN BUGGAN,VIC
"SUJEEWONG, QLD",4413,SUJEEWONG,QLD
"SULKY, VIC",3352,SULKY,VIC
"SULPHUR CREEK, TAS",7316,SULPHUR CREEK,TAS
"SULTANA POINT, SA",5583,SULTANA POINT,SA
"SUMMER HILL, NSW",2130,SUMMER HILL,NSW
"SUMMER HILL, NSW",2421,SUMMER HILL,NSW
"SUMMER HILL CREEK, NSW",2800,SUMMER HILL CREEK,NSW
"SUMMERHILL, TAS",7250,SUMMERHILL,TAS
"SUMMERHOLM, QLD",4341,SUMMERHOLM,QLD
"SUMMERLAND POINT, NSW",2259,SUMMERLAND POINT,NSW
"SUMMERLANDS, VIC",3922,SUMMERLANDS,VIC
"SUMMERTOWN, SA",5141,SUMMERTOWN,SA
"SUMNER, VIC",3057,SUMNER,VIC
"SUMNER, QLD",4074,SUMNER,QLD
"SUMNER PARK BC, QLD",4074,SUMNER PARK BC,QLD
"SUN VALLEY, NSW",2777,SUN VALLEY,NSW
"SUN VALLEY, QLD",4680,SUN VALLEY,QLD
"SUNBURY, VIC",3429,SUNBURY,VIC
"SUNDAY CREEK, VIC",3658,SUNDAY CREEK,VIC
"SUNDERLAND BAY, VIC",3922,SUNDERLAND BAY,VIC
"SUNDOWN, QLD",4382,SUNDOWN,QLD
"SUNDOWN, QLD",4860,SUNDOWN,QLD
"SUNLANDS, SA",5322,SUNLANDS,SA
"SUNNY CORNER, NSW",2795,SUNNY CORNER,NSW
"SUNNYBANK, QLD",4109,SUNNYBANK,QLD
"SUNNYBANK HILLS, QLD",4109,SUNNYBANK HILLS,QLD
"SUNNYBANK SOUTH, QLD",4109,SUNNYBANK SOUTH,QLD
"SUNNYBRAE, SA",5422,SUNNYBRAE,SA
"SUNNYCLIFFS, VIC",3496,SUNNYCLIFFS,VIC
"SUNNYDALE, SA",5353,SUNNYDALE,SA
"SUNNYSIDE, QLD",4416,SUNNYSIDE,QLD
"SUNNYSIDE, QLD",4737,SUNNYSIDE,QLD
"SUNNYSIDE, SA",5253,SUNNYSIDE,SA
"SUNNYSIDE, WA",6256,SUNNYSIDE,WA
"SUNNYSIDE, TAS",7305,SUNNYSIDE,TAS
"SUNNYVALE, SA",5552,SUNNYVALE,SA
"SUNRISE BEACH, QLD",4567,SUNRISE BEACH,QLD
"SUNSET, QLD",4825,SUNSET,QLD
"SUNSET BEACH, WA",6530,SUNSET BEACH,WA
"SUNSET STRIP, NSW",2879,SUNSET STRIP,NSW
"SUNSET STRIP, VIC",3922,SUNSET STRIP,VIC
"SUNSHINE, NSW",2264,SUNSHINE,NSW
"SUNSHINE, VIC",3020,SUNSHINE,VIC
"SUNSHINE ACRES, QLD",4655,SUNSHINE ACRES,QLD
"SUNSHINE BAY, NSW",2536,SUNSHINE BAY,NSW
"SUNSHINE BEACH, QLD",4567,SUNSHINE BEACH,QLD
"SUNSHINE COAST MC, QLD",4560,SUNSHINE COAST MC,QLD
"SUNSHINE NORTH, VIC",3020,SUNSHINE NORTH,VIC
"SUNSHINE PLAZA, QLD",4558,SUNSHINE PLAZA,QLD
"SUNSHINE WEST, VIC",3020,SUNSHINE WEST,VIC
"SUNSHINE WEST, VIC",8438,SUNSHINE WEST,VIC
"SUNTOP, NSW",2820,SUNTOP,NSW
"SURAT, QLD",4417,SURAT,QLD
"SURF BEACH, NSW",2536,SURF BEACH,NSW
"SURF BEACH, VIC",3922,SURF BEACH,VIC
"SURFSIDE, NSW",2536,SURFSIDE,NSW
"SURGES BAY, TAS",7116,SURGES BAY,TAS
"SURPRISE BAY, TAS",7256,SURPRISE BAY,TAS
"SURREY DOWNS, SA",5126,SURREY DOWNS,SA
"SURREY HILLS, VIC",3127,SURREY HILLS,VIC
"SURREY HILLS SOUTH, VIC",3125,SURREY HILLS SOUTH,VIC
"SURRY HILLS, NSW",2010,SURRY HILLS,NSW
"SURVEYORS BAY, TAS",7116,SURVEYORS BAY,TAS
"SUSAN RIVER, QLD",4655,SUSAN RIVER,QLD
"SUSSEX INLET, NSW",2540,SUSSEX INLET,NSW
"SUTHERLAND, NSW",1499,SUTHERLAND,NSW
"SUTHERLAND, NSW",2232,SUTHERLAND,NSW
"SUTHERLAND, VIC",3477,SUTHERLAND,VIC
"SUTHERLANDS, SA",5374,SUTHERLANDS,SA
"SUTHERLANDS CREEK, VIC",3331,SUTHERLANDS CREEK,VIC
"SUTTON, NSW",2620,SUTTON,NSW
"SUTTON, VIC",3530,SUTTON,VIC
"SUTTONTOWN, SA",5291,SUTTONTOWN,SA
"SUTTOR, QLD",4743,SUTTOR,QLD
"SVENSSON HEIGHTS, QLD",4670,SVENSSON HEIGHTS,QLD
"SWAN BAY, NSW",2324,SWAN BAY,NSW
"SWAN BAY, NSW",2471,SWAN BAY,NSW
"SWAN BAY, VIC",3225,SWAN BAY,VIC
"SWAN BAY, TAS",7252,SWAN BAY,TAS
"SWAN CREEK, NSW",2462,SWAN CREEK,NSW
"SWAN CREEK, QLD",4370,SWAN CREEK,QLD
"SWAN HILL, VIC",3585,SWAN HILL,VIC
"SWAN HILL WEST, VIC",3585,SWAN HILL WEST,VIC
"SWAN MARSH, VIC",3249,SWAN MARSH,VIC
"SWAN POINT, TAS",7275,SWAN POINT,TAS
"SWAN REACH, VIC",3903,SWAN REACH,VIC
"SWAN REACH, SA",5354,SWAN REACH,SA
"SWAN VALE, NSW",2370,SWAN VALE,NSW
"SWAN VIEW, WA",6056,SWAN VIEW,WA
"SWANBANK, QLD",4306,SWANBANK,QLD
"SWANBOURNE, WA",6010,SWANBOURNE,WA
"SWANBROOK, NSW",2360,SWANBROOK,NSW
"SWANFELS, QLD",4371,SWANFELS,QLD
"SWANHAVEN, NSW",2540,SWANHAVEN,NSW
"SWANPOOL, VIC",3673,SWANPOOL,VIC
"SWANPORT, SA",5253,SWANPORT,SA
"SWANS CROSSING, NSW",2439,SWANS CROSSING,NSW
"SWANS LAGOON, QLD",4807,SWANS LAGOON,QLD
"SWANSEA, NSW",2281,SWANSEA,NSW
"SWANSEA, TAS",7190,SWANSEA,TAS
"SWANSEA HEADS, NSW",2281,SWANSEA HEADS,NSW
"SWANSTON, TAS",7120,SWANSTON,TAS
"SWANWATER, VIC",3477,SWANWATER,VIC
"SWANWATER WEST, VIC",3480,SWANWATER WEST,VIC
"SWEDE FLAT, SA",5270,SWEDE FLAT,SA
"SWEETMANS CREEK, NSW",2325,SWEETMANS CREEK,NSW
"SWIFTS CREEK, VIC",3896,SWIFTS CREEK,VIC
"SYDENHAM, NSW",2044,SYDENHAM,NSW
"SYDENHAM, VIC",3037,SYDENHAM,VIC
"SYDNEY, NSW",2000,SYDNEY,NSW
"SYDNEY, NSW",2001,SYDNEY,NSW
"SYDNEY DOMESTIC AIRPORT, NSW",2020,SYDNEY DOMESTIC AIRPORT,NSW
"SYDNEY INTERNATIONAL AIRPORT, NSW",2020,SYDNEY INTERNATIONAL AIRPORT,NSW
"SYDNEY MARKETS, NSW",2129,SYDNEY MARKETS,NSW
"SYDNEY OLYMPIC PARK, NSW",2127,SYDNEY OLYMPIC PARK,NSW
"SYDNEY SOUTH, NSW",1235,SYDNEY SOUTH,NSW
"SYDNEY SOUTH, NSW",2000,SYDNEY SOUTH,NSW
"THE UNIVERSITY OF SYDNEY, NSW",2006,THE UNIVERSITY OF SYDNEY,NSW
"UNSW SYDNEY, NSW",1466,UNSW SYDNEY,NSW
"SYLVANIA, NSW",2224,SYLVANIA,NSW
"SYLVANIA WATERS, NSW",2224,SYLVANIA WATERS,NSW
"SYLVATERRE, VIC",3575,SYLVATERRE,VIC
"SYMONSTON, ACT",2609,SYMONSTON,ACT
"SYNDAL, VIC",3149,SYNDAL,VIC
"SYNDICATE, QLD",4873,SYNDICATE,QLD
"TAABINGA, QLD",4610,TAABINGA,QLD
"TABBERABBERA, VIC",3875,TABBERABBERA,VIC
"TABBIL CREEK, NSW",2420,TABBIL CREEK,NSW
"TABBIMOBLE, NSW",2472,TABBIMOBLE,NSW
"TABBITA, NSW",2652,TABBITA,NSW
"TABILK, VIC",3607,TABILK,VIC
"TABLE CAPE, TAS",7325,TABLE CAPE,TAS
"TABLE TOP, NSW",2640,TABLE TOP,NSW
"TABLELANDS, NT",0862,TABLELANDS,NT
"TABLELANDS, QLD",4605,TABLELANDS,QLD
"TABLELANDS, QLD",4680,TABLELANDS,QLD
"TABOOBA, QLD",4285,TABOOBA,QLD
"TABOR, VIC",3289,TABOR,VIC
"TABRAGALBA, QLD",4285,TABRAGALBA,QLD
"TABULAM, NSW",2469,TABULAM,NSW
"TACOMA, NSW",2259,TACOMA,NSW
"TACOMA SOUTH, NSW",2259,TACOMA SOUTH,NSW
"TAGGERTY, VIC",3714,TAGGERTY,VIC
"TAHARA, VIC",3301,TAHARA,VIC
"TAHARA BRIDGE, VIC",3315,TAHARA BRIDGE,VIC
"TAHARA WEST, VIC",3310,TAHARA WEST,VIC
"TAHLEE, NSW",2324,TAHLEE,NSW
"TAHMOOR, NSW",2573,TAHMOOR,NSW
"TAIGUM, QLD",4018,TAIGUM,QLD
"TAILEM BEND, SA",5259,TAILEM BEND,SA
"TAILEM BEND, SA",5260,TAILEM BEND,SA
"TAKALARUP, WA",6324,TAKALARUP,WA
"TAKILBERAN, QLD",4671,TAKILBERAN,QLD
"TAKONE, TAS",7325,TAKONE,TAS
"WEST TAKONE, TAS",7325,WEST TAKONE,TAS
"TAKURA, QLD",4655,TAKURA,QLD
"TALANDJI, WA",6710,TALANDJI,WA
"TALARM, NSW",2447,TALARM,NSW
"TALAROO, QLD",4871,TALAROO,QLD
"TALAWA, TAS",7263,TALAWA,TAS
"TALAWANTA, NSW",2839,TALAWANTA,NSW
"TALBINGO, NSW",2720,TALBINGO,NSW
"TALBOT, VIC",3371,TALBOT,VIC
"TALBOT, WA",6302,TALBOT,WA
"TALBOT WEST, WA",6302,TALBOT WEST,WA
"TALDORA, QLD",4823,TALDORA,QLD
"TALDRA, SA",5311,TALDRA,SA
"TALEGALLA WEIR, QLD",4650,TALEGALLA WEIR,QLD
"TALGAI, QLD",4362,TALGAI,QLD
"TALGARNO, VIC",3691,TALGARNO,VIC
"TALGOMINE, WA",6490,TALGOMINE,WA
"TALIA, SA",5670,TALIA,SA
"TALISKER, WA",6701,TALISKER,WA
"TALLAI, QLD",4213,TALLAI,QLD
"TALLANDOON, VIC",3701,TALLANDOON,VIC
"TALLANGATTA, VIC",3700,TALLANGATTA,VIC
"TALLANGATTA EAST, VIC",3700,TALLANGATTA EAST,VIC
"TALLANGATTA SOUTH, VIC",3701,TALLANGATTA SOUTH,VIC
"TALLANGATTA VALLEY, VIC",3701,TALLANGATTA VALLEY,VIC
"TALLAROOK, VIC",3659,TALLAROOK,VIC
"TALLAWANG, NSW",2852,TALLAWANG,NSW
"TALLAWONG, NSW",2762,TALLAWONG,NSW
"TALLEBUDGERA, QLD",4228,TALLEBUDGERA,QLD
"TALLEBUDGERA VALLEY, QLD",4228,TALLEBUDGERA VALLEY,QLD
"TALLEGALLA, QLD",4340,TALLEGALLA,QLD
"TALLIMBA, NSW",2669,TALLIMBA,NSW
"TALLONG, NSW",2579,TALLONG,NSW
"TALLOWAL, NSW",2540,TALLOWAL,NSW
"TALLOWWOOD RIDGE, NSW",2453,TALLOWWOOD RIDGE,NSW
"TALLWOOD, NSW",2798,TALLWOOD,NSW
"TALLWOODS VILLAGE, NSW",2430,TALLWOODS VILLAGE,NSW
"TALLYGAROOPNA, VIC",3634,TALLYGAROOPNA,VIC
"TALMALMO, NSW",2640,TALMALMO,NSW
"TALOFA, NSW",2481,TALOFA,NSW
"TALOUMBI, NSW",2463,TALOUMBI,NSW
"TALWOOD, QLD",4496,TALWOOD,QLD
"TAM O'SHANTER, QLD",4852,TAM O'SHANTER,QLD
"TAMALA, WA",6532,TAMALA,WA
"TAMALA PARK, WA",6030,TAMALA PARK,WA
"TAMARAMA, NSW",2026,TAMARAMA,NSW
"TAMAREE, QLD",4570,TAMAREE,QLD
"TAMBAN, NSW",2441,TAMBAN,NSW
"TAMBAROORA, NSW",2850,TAMBAROORA,NSW
"TAMBELLUP, WA",6320,TAMBELLUP,WA
"TAMBO, QLD",4478,TAMBO,QLD
"TAMBO CROSSING, VIC",3893,TAMBO CROSSING,VIC
"TAMBO UPPER, VIC",3885,TAMBO UPPER,VIC
"TAMBOON, VIC",3890,TAMBOON,VIC
"TAMBORINE, QLD",4270,TAMBORINE,QLD
"TAMBORINE MOUNTAIN, QLD",4272,TAMBORINE MOUNTAIN,QLD
"TAMBORITHA, VIC",3858,TAMBORITHA,VIC
"TAMINDA, NSW",2340,TAMINDA,NSW
"TAMINICK, VIC",3675,TAMINICK,VIC
"TAMLEUGH, VIC",3669,TAMLEUGH,VIC
"TAMLEUGH NORTH, VIC",3669,TAMLEUGH NORTH,VIC
"TAMMIN, WA",6409,TAMMIN,WA
"TAMPU, WA",6472,TAMPU,WA
"TAMROOKUM, QLD",4285,TAMROOKUM,QLD
"TAMROOKUM CREEK, QLD",4285,TAMROOKUM CREEK,QLD
"TAMWORTH, NSW",2340,TAMWORTH,NSW
"WEST TAMWORTH, NSW",2340,WEST TAMWORTH,NSW
"TANAH MERAH, QLD",4128,TANAH MERAH,QLD
"TANAMI, NT",0872,TANAMI,NT
"TANAMI, WA",6770,TANAMI,WA
"TANAMI EAST, NT",0852,TANAMI EAST,NT
"TANAWHA, QLD",4556,TANAWHA,QLD
"TANBAR, QLD",4481,TANBAR,QLD
"TANBY, QLD",4703,TANBY,QLD
"TANDAROOK, VIC",3260,TANDAROOK,VIC
"TANDARRA, VIC",3571,TANDARRA,VIC
"TANDEGIN, WA",6415,TANDEGIN,WA
"TANDORA, QLD",4650,TANDORA,QLD
"TANDUR, QLD",4570,TANDUR,QLD
"TANGALOOMA, QLD",4025,TANGALOOMA,QLD
"TANGAMBALANGA, VIC",3691,TANGAMBALANGA,VIC
"TANGLEWOOD, NSW",2488,TANGLEWOOD,NSW
"TANGORIN, QLD",4821,TANGORIN,QLD
"TANILBA BAY, NSW",2319,TANILBA BAY,NSW
"TANJA, NSW",2550,TANJA,NSW
"TANJIL, VIC",3825,TANJIL,VIC
"TANJIL BREN, VIC",3833,TANJIL BREN,VIC
"TANJIL SOUTH, VIC",3825,TANJIL SOUTH,VIC
"TANNAS MOUNT, NSW",2795,TANNAS MOUNT,NSW
"TANNUM SANDS, QLD",4680,TANNUM SANDS,QLD
"TANNYMOREL, QLD",4372,TANNYMOREL,QLD
"TANSEY, QLD",4601,TANSEY,QLD
"TANTANGARA, NSW",2629,TANTANGARA,NSW
"TANTANOOLA, SA",5280,TANTANOOLA,SA
"TANTARABOO, VIC",3764,TANTARABOO,VIC
"TANTAWANGALO, NSW",2550,TANTAWANGALO,NSW
"TANTONAN, NSW",2731,TANTONAN,NSW
"TANUNDA, SA",5352,TANUNDA,SA
"TANWOOD, VIC",3478,TANWOOD,VIC
"TANYBRYN, VIC",3249,TANYBRYN,VIC
"TAPEROO, SA",5017,TAPEROO,SA
"TAPITALLEE, NSW",2540,TAPITALLEE,NSW
"TAPLAN, SA",5311,TAPLAN,SA
"TAPPING, WA",6065,TAPPING,WA
"TARA, NT",0872,TARA,NT
"TARA, NSW",2665,TARA,NSW
"TARA, QLD",4421,TARA,QLD
"TARADALE, NSW",2653,TARADALE,NSW
"TARADALE, VIC",3447,TARADALE,VIC
"TARAGO, NSW",2580,TARAGO,NSW
"TARAGOOLA, QLD",4680,TARAGOOLA,QLD
"TARALGA, NSW",2580,TARALGA,NSW
"TARAMPA, QLD",4311,TARAMPA,QLD
"TARANA, NSW",2787,TARANA,NSW
"TARANGANBA, QLD",4703,TARANGANBA,QLD
"TARANNA, TAS",7180,TARANNA,TAS
"TARATAP, SA",5275,TARATAP,SA
"TARAWERA, QLD",4494,TARAWERA,QLD
"TARBAN, NSW",2372,TARBAN,NSW
"TARBUCK BAY, NSW",2428,TARBUCK BAY,NSW
"TARCOMBE, VIC",3666,TARCOMBE,VIC
"TARCOOLA, SA",5701,TARCOOLA,SA
"TARCOOLA BEACH, WA",6530,TARCOOLA BEACH,WA
"TARCOWIE, SA",5431,TARCOWIE,SA
"TARCUTTA, NSW",2652,TARCUTTA,NSW
"TARDUN, WA",6628,TARDUN,WA
"TAREE, NSW",2430,TAREE,NSW
"TAREE DC, NSW",2430,TAREE DC,NSW
"TAREE SOUTH, NSW",2430,TAREE SOUTH,NSW
"TAREN POINT, NSW",2229,TAREN POINT,NSW
"TARGA, TAS",7259,TARGA,TAS
"TARGINNIE, QLD",4694,TARGINNIE,QLD
"TARILTA, VIC",3451,TARILTA,VIC
"TARIN ROCK, WA",6353,TARIN ROCK,WA
"TARINGA, QLD",4068,TARINGA,QLD
"TARLEE, SA",5411,TARLEE,SA
"TARLETON, TAS",7310,TARLETON,TAS
"TARLO, NSW",2580,TARLO,NSW
"TARNAGULLA, VIC",3551,TARNAGULLA,VIC
"TARNEIT, VIC",3029,TARNEIT,VIC
"TARNMA, SA",5413,TARNMA,SA
"TARNOOK, VIC",3670,TARNOOK,VIC
"TAROME, QLD",4309,TAROME,QLD
"TAROMEO, QLD",4314,TAROMEO,QLD
"TARONG, QLD",4615,TARONG,QLD
"TAROOM, QLD",4420,TAROOM,QLD
"TAROOMBALL, QLD",4703,TAROOMBALL,QLD
"TAROON, VIC",3265,TAROON,VIC
"TAROONA, TAS",7053,TAROONA,TAS
"TARPEENA, SA",5277,TARPEENA,SA
"TARRA VALLEY, VIC",3971,TARRA VALLEY,VIC
"TARRAGANDA, NSW",2550,TARRAGANDA,NSW
"TARRAGINDI, QLD",4121,TARRAGINDI,QLD
"TARRALEAH, TAS",7140,TARRALEAH,TAS
"TARRAMBA, QLD",4702,TARRAMBA,QLD
"TARRANYURK, VIC",3414,TARRANYURK,VIC
"TARRAVILLE, VIC",3971,TARRAVILLE,VIC
"TARRAWANNA, NSW",2518,TARRAWANNA,NSW
"TARRAWARRA, VIC",3775,TARRAWARRA,VIC
"TARRAWINGEE, VIC",3678,TARRAWINGEE,VIC
"TARRAYOUKYAN, VIC",3315,TARRAYOUKYAN,VIC
"TARRENGOWER, VIC",3463,TARRENGOWER,VIC
"TARRENLEA, VIC",3315,TARRENLEA,VIC
"TARRIARO, NSW",2390,TARRIARO,NSW
"TARRINGTON, VIC",3301,TARRINGTON,VIC
"TARRO, NSW",2322,TARRO,NSW
"TARRONE, VIC",3283,TARRONE,VIC
"TARWIN, VIC",3956,TARWIN,VIC
"TARWIN LOWER, VIC",3956,TARWIN LOWER,VIC
"TARZALI, QLD",4885,TARZALI,QLD
"TASCOTT, NSW",2250,TASCOTT,NSW
"TATACHILLA, SA",5171,TATACHILLA,SA
"TATHAM, NSW",2471,TATHAM,NSW
"TATHRA, NSW",2550,TATHRA,NSW
"TATONG, VIC",3673,TATONG,VIC
"TATTON, NSW",2650,TATTON,NSW
"TATURA, VIC",3616,TATURA,VIC
"TATURA EAST, VIC",3616,TATURA EAST,VIC
"TATYOON, VIC",3378,TATYOON,VIC
"TAUNTON, QLD",4674,TAUNTON,QLD
"TAUNTON, SA",5235,TAUNTON,SA
"TAWONGA, VIC",3697,TAWONGA,VIC
"TAWONGA SOUTH, VIC",3698,TAWONGA SOUTH,VIC
"TAYENE, TAS",7259,TAYENE,TAS
"TAYLOR, ACT",2913,TAYLOR,ACT
"TAYLOR BAY, VIC",3713,TAYLOR BAY,VIC
"TAYLORS ARM, NSW",2447,TAYLORS ARM,NSW
"TAYLORS BEACH, NSW",2316,TAYLORS BEACH,NSW
"TAYLORS BEACH, QLD",4850,TAYLORS BEACH,QLD
"TAYLORS FLAT, NSW",2586,TAYLORS FLAT,NSW
"TAYLORS HILL, VIC",3037,TAYLORS HILL,VIC
"TAYLORS LAKES, VIC",3038,TAYLORS LAKES,VIC
"TAYLORVILLE, SA",5330,TAYLORVILLE,SA
"TAYLORVILLE STATION, SA",5330,TAYLORVILLE STATION,SA
"UPPER TAYLORS ARM, NSW",2447,UPPER TAYLORS ARM,NSW
"TE KOWAI, QLD",4740,TE KOWAI,QLD
"TEA GARDENS, NSW",2324,TEA GARDENS,NSW
"TEA TREE, TAS",7017,TEA TREE,TAS
"TEA TREE GULLY, SA",5091,TEA TREE GULLY,SA
"TEAL FLAT, SA",5238,TEAL FLAT,SA
"TEAL POINT, VIC",3579,TEAL POINT,VIC
"TECOMA, VIC",3160,TECOMA,VIC
"TEDDINGTON, QLD",4650,TEDDINGTON,QLD
"TEDDYWADDY, VIC",3527,TEDDYWADDY,VIC
"TEDDYWADDY WEST, VIC",3527,TEDDYWADDY WEST,VIC
"TEEBAR, QLD",4620,TEEBAR,QLD
"TEELAH, QLD",4314,TEELAH,QLD
"TEELBA, QLD",4423,TEELBA,QLD
"TEESDALE, VIC",3328,TEESDALE,VIC
"TEESDALE, WA",6213,TEESDALE,WA
"TELANGATUK EAST, VIC",3401,TELANGATUK EAST,VIC
"TELARAH, NSW",2320,TELARAH,NSW
"TELEGRAPH POINT, NSW",2441,TELEGRAPH POINT,NSW
"TELEGRAPH STATION, NT",0872,TELEGRAPH STATION,NT
"TELFER, WA",6762,TELFER,WA
"TELFORD, VIC",3730,TELFORD,VIC
"TELINA, QLD",4680,TELINA,QLD
"TELITA, TAS",7264,TELITA,TAS
"TELLEBANG, QLD",4630,TELLEBANG,QLD
"TELOPEA, NSW",2117,TELOPEA,NSW
"TELOPEA DOWNS, VIC",3420,TELOPEA DOWNS,VIC
"TELOWIE, SA",5540,TELOWIE,SA
"TEMAGOG, NSW",2440,TEMAGOG,NSW
"TEMMA, TAS",7330,TEMMA,TAS
"TEMORA, NSW",2666,TEMORA,NSW
"TEMPE, NSW",2044,TEMPE,NSW
"TEMPLERS, SA",5371,TEMPLERS,SA
"TEMPLESTOWE, VIC",3106,TEMPLESTOWE,VIC
"TEMPLESTOWE LOWER, VIC",3107,TEMPLESTOWE LOWER,VIC
"TEMPLIN, QLD",4310,TEMPLIN,QLD
"TEMPY, VIC",3489,TEMPY,VIC
"TEN MILE HOLLOW, NSW",2250,TEN MILE HOLLOW,NSW
"TENAMBIT, NSW",2323,TENAMBIT,NSW
"TENANDRA, NSW",2824,TENANDRA,NSW
"TENBY POINT, VIC",3984,TENBY POINT,VIC
"TENERIFFE, QLD",4005,TENERIFFE,QLD
"TENINDEWA, WA",6632,TENINDEWA,WA
"TENNANT CREEK, NT",0860,TENNANT CREEK,NT
"TENNANT CREEK, NT",0861,TENNANT CREEK,NT
"TENNANT CREEK, NT",0862,TENNANT CREEK,NT
"TENNYSON, NSW",2754,TENNYSON,NSW
"TENNYSON, VIC",3572,TENNYSON,VIC
"TENNYSON, QLD",4105,TENNYSON,QLD
"TENNYSON, SA",5022,TENNYSON,SA
"TENNYSON POINT, NSW",2111,TENNYSON POINT,NSW
"TENTERDEN, NSW",2365,TENTERDEN,NSW
"TENTERDEN, WA",6322,TENTERDEN,WA
"TENTERFIELD, NSW",2372,TENTERFIELD,NSW
"TEPCO STATION, SA",5440,TEPCO STATION,SA
"TEPKO, SA",5254,TEPKO,SA
"TERALBA, NSW",2284,TERALBA,NSW
"TERANG, VIC",3264,TERANG,VIC
"TERANIA CREEK, NSW",2480,TERANIA CREEK,NSW
"TERARA, NSW",2540,TERARA,NSW
"TERIDGERIE, NSW",2829,TERIDGERIE,NSW
"TERINGIE, SA",5072,TERINGIE,SA
"TERIP TERIP, VIC",3719,TERIP TERIP,VIC
"TERMEIL, NSW",2539,TERMEIL,NSW
"TEROWIE, SA",5421,TEROWIE,SA
"TERRABELLA, NSW",2818,TERRABELLA,NSW
"TERRACE CREEK, NSW",2474,TERRACE CREEK,NSW
"TERRAGON, NSW",2484,TERRAGON,NSW
"TERRAMUNGAMINE, NSW",2830,TERRAMUNGAMINE,NSW
"TERRANORA, NSW",2486,TERRANORA,NSW
"TERRAPPEE, VIC",3525,TERRAPPEE,VIC
"TERREEL, NSW",2422,TERREEL,NSW
"TERREY HILLS, NSW",2084,TERREY HILLS,NSW
"TERRICA, QLD",4387,TERRICA,QLD
"TERRICK TERRICK, VIC",3575,TERRICK TERRICK,VIC
"TERRICK TERRICK EAST, VIC",3573,TERRICK TERRICK EAST,VIC
"TERRIGAL, NSW",2260,TERRIGAL,NSW
"TERRY HIE HIE, NSW",2400,TERRY HIE HIE,NSW
"TESBURY, VIC",3260,TESBURY,VIC
"TETOORA ROAD, VIC",3821,TETOORA ROAD,VIC
"TEVEN, NSW",2478,TEVEN,NSW
"TEVIOTVILLE, QLD",4309,TEVIOTVILLE,QLD
"TEWANTIN, QLD",4565,TEWANTIN,QLD
"TEWINGA, NSW",2449,TEWINGA,NSW
"TEWKESBURY, TAS",7321,TEWKESBURY,TAS
"TEXAS, NSW",4385,TEXAS,NSW
"TEXAS, QLD",4385,TEXAS,QLD
"THABEBAN, QLD",4670,THABEBAN,QLD
"THAGOONA, QLD",4306,THAGOONA,QLD
"THALGARRAH, NSW",2350,THALGARRAH,NSW
"THALIA, VIC",3527,THALIA,VIC
"THALLON, QLD",4497,THALLON,QLD
"THALLOO, VIC",3825,THALLOO,VIC
"THAMARRURR, NT",0822,THAMARRURR,NT
"THANE, QLD",4370,THANE,QLD
"THANES CREEK, QLD",4370,THANES CREEK,QLD
"THANGOOL, QLD",4716,THANGOOL,QLD
"THARBOGANG, NSW",2680,THARBOGANG,NSW
"THARGOMINDAH, QLD",4492,THARGOMINDAH,QLD
"THARWA, ACT",2620,THARWA,ACT
"THE ANGLE, NSW",2620,THE ANGLE,NSW
"THE BASIN, NSW",2365,THE BASIN,NSW
"THE BASIN, VIC",3154,THE BASIN,VIC
"THE BIGHT, NSW",2429,THE BIGHT,NSW
"THE BRANCH, NSW",2425,THE BRANCH,NSW
"THE BROTHERS, NSW",2630,THE BROTHERS,NSW
"THE CAVES, QLD",4702,THE CAVES,QLD
"THE CHANNON, NSW",2480,THE CHANNON,NSW
"THE COMMON, QLD",4701,THE COMMON,QLD
"THE COVE, VIC",3268,THE COVE,VIC
"THE DAWN, QLD",4570,THE DAWN,QLD
"THE DEVILS WILDERNESS, NSW",2758,THE DEVILS WILDERNESS,NSW
"THE DIMONDS, QLD",4650,THE DIMONDS,QLD
"THE ENTRANCE, NSW",2261,THE ENTRANCE,NSW
"THE ENTRANCE NORTH, NSW",2261,THE ENTRANCE NORTH,NSW
"THE FALLS, QLD",4373,THE FALLS,QLD
"THE GAP, NT",0870,THE GAP,NT
"THE GAP, NSW",2472,THE GAP,NSW
"THE GAP, NSW",2650,THE GAP,NSW
"THE GAP, QLD",4061,THE GAP,QLD
"THE GAP, QLD",4825,THE GAP,QLD
"THE GAP, SA",5271,THE GAP,SA
